model_name,model_type,input_size,total_params,analysis,num_transformer_layers,num_normalizations,num_skip_connections,num_convolutional_layers,num_dense_layers,final_receptive_field_size,num_strides,num_max_pools,pretrain_dataset,results-imagenet,results-sketch,results-imagenetv2-matched-frequency,results-imagenet-r,results-imagenet-a
coatnet_nano_rw_224.sw_in1k,CNN with Transformer blocks,224,15129660,"{'model_type': 'CNN with Transformer blocks', 'num_layers': 12, 'num_normalizations': 21, 'num_skip_connections': 12, 'num_convolutional_layers': 50, 'num_transformer_layers': 4, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 12685808}",4,21,12,50,1,,,0.0,coatnet_nano_rw_224,81.704,31.103,70.74,43.07,23.72
coatnet_rmlp_1_rw2_224.sw_in12k,CNN/Vision Transformer Hybrid,224,50024019,"{'model_type': 'CNN/Vision Transformer Hybrid', 'num_layers': 117, 'num_normalizations': 45, 'num_skip_connections': 30, 'num_convolutional_layers': 61, 'num_transformer_layers': 16, 'num_dense_layers': 2, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 33850867}",16,45,30,61,2,,,0.0,coatnet_rmlp_1_rw2_224,,,,,
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,CNN/Vision Transformer Hybrid,224,41702670,"{'model_type': 'CNN/Vision Transformer Hybrid', 'num_layers': 145, 'num_normalizations': 72, 'num_skip_connections': 33, 'num_convolutional_layers': 69, 'num_transformer_layers': 16, 'num_dense_layers': 3, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 23148680}",16,72,33,69,3,-1.0,-1.0,0.0,coatnet_rmlp_1_rw2_224,84.94,41.5,74.89,52.783,45.133
coatnet_rmlp_1_rw_224.sw_in1k,Hybrid CNN-Transformer,224,41670030,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 134, 'num_normalizations': 45, 'num_skip_connections': 20, 'num_convolutional_layers': 59, 'num_transformer_layers': 16, 'num_dense_layers': 5, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 4, 'num_parameters': 23844792}",16,45,20,59,5,-1.0,-1.0,4.0,coatnet_rmlp_1_rw_224,83.354,34.809,72.84,47.41,33.653
coatnet_rmlp_2_rw_224.sw_in1k,Hybrid CNN-Transformer,224,73851184,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 132, 'num_normalizations': 68, 'num_skip_connections': 24, 'num_convolutional_layers': 76, 'num_transformer_layers': 16, 'num_dense_layers': 2, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 56121676}",16,68,24,76,2,-1.0,-1.0,0.0,coatnet_rmlp_2_rw_224,84.602,38.869,74.21,50.55,42.547
coatnet_rmlp_2_rw_224.sw_in12k,CNN/Transformer Hybrid,224,84942709,"{'model_type': 'CNN/Transformer Hybrid', 'num_layers': 150, 'num_normalizations': 62, 'num_skip_connections': 26, 'num_convolutional_layers': 100, 'num_transformer_layers': 16, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 82184381}",16,62,26,100,1,1.0,0.0,0.0,coatnet_rmlp_2_rw_224,,,,,
coatnet_rmlp_2_rw_224.sw_in12k_ft_in1k,Hybrid CNN-Transformer,224,73851184,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 243, 'num_normalizations': 82, 'num_skip_connections': 32, 'num_convolutional_layers': 69, 'num_transformer_layers': 16, 'num_dense_layers': 2, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 44430080}",16,82,32,69,2,-1.0,-1.0,0.0,coatnet_rmlp_2_rw_224,86.54,49.349,77.41,62.353,60.693
coatnet_rmlp_2_rw_384.sw_in12k_ft_in1k,Hybrid CNN-Transformer,384,73851184,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 147, 'num_normalizations': 64, 'num_skip_connections': 29, 'num_convolutional_layers': 64, 'num_transformer_layers': 16, 'num_dense_layers': 3, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 52848864}",16,64,29,64,3,1.0,0.0,0.0,coatnet_rmlp_2_rw_384,87.402,52.4,78.48,66.52,71.187
coatnet_rmlp_nano_rw_224.sw_in1k,ConvNeXt-like,224,15133532,"{'model_type': 'ConvNeXt-like', 'num_layers': 59, 'num_normalizations': 22, 'num_skip_connections': 7, 'num_convolutional_layers': 49, 'num_transformer_layers': 12, 'num_dense_layers': 3, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 15432488}",12,22,7,49,3,1.0,0.0,0.0,coatnet_rmlp_nano_rw_224,82.062,31.553,70.87,43.347,26.08
coatnext_nano_rw_224.sw_in1k,ConvMixer/MLP-Mixer Hybrid,224,14701180,"{'model_type': 'ConvMixer/MLP-Mixer Hybrid', 'num_layers': 40, 'num_normalizations': 22, 'num_skip_connections': 8, 'num_convolutional_layers': 32, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 13329452}",0,22,8,32,1,1.0,0.0,0.0,coatnext_nano_rw_224,81.998,32.093,70.87,43.847,25.907
convformer_b36.sail_in1k,ConvNeXt,224,99882472,"{'model_type': 'ConvNeXt', 'num_layers': 85, 'num_normalizations': 43, 'num_skip_connections': 0, 'num_convolutional_layers': 41, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 59947888}",0,43,0,41,4,0.0,0.0,0.0,convformer_b36,84.83,39.547,74.84,51.11,40.28
convformer_b36.sail_in1k_384,ConvNeXt,384,99882472,"{'model_type': 'ConvNeXt', 'num_layers': 85, 'num_normalizations': 41, 'num_skip_connections': 0, 'num_convolutional_layers': 36, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 58393728}",0,41,0,36,4,-1.0,0.0,0.0,convformer_b36,85.778,38.944,76.25,52.207,55.467
convformer_b36.sail_in22k,ConvNeXt,224,163926865,"{'model_type': 'ConvNeXt', 'num_layers': 92, 'num_normalizations': 35, 'num_skip_connections': 0, 'num_convolutional_layers': 42, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 183745613}",0,35,0,42,4,0.0,0.0,0.0,convformer_b36,,,,,
convformer_b36.sail_in22k_ft_in1k,ConvNeXt,224,99882472,"{'model_type': 'ConvNeXt', 'num_layers': 64, 'num_normalizations': 55, 'num_skip_connections': 0, 'num_convolutional_layers': 62, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 50185408}",0,55,0,62,4,-1.0,-1.0,0.0,convformer_b36,86.984,52.73,78.15,65.273,63.373
convformer_m36.sail_in1k,ConvNeXt,224,57051496,"{'model_type': 'ConvNeXt', 'num_layers': 183, 'num_normalizations': 31, 'num_skip_connections': 0, 'num_convolutional_layers': 79, 'num_transformer_layers': 0, 'num_dense_layers': 2, 'final_receptive_field_size': 0, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 32337696}",0,31,0,79,2,0.0,4.0,0.0,convformer_m36,84.486,39.242,74.39,51.003,37.92
convformer_m36.sail_in1k_384,ConvNeXt,384,57051496,"{'model_type': 'ConvNeXt', 'num_layers': 100, 'num_normalizations': 40, 'num_skip_connections': 0, 'num_convolutional_layers': 70, 'num_transformer_layers': 0, 'num_dense_layers': 2, 'final_receptive_field_size': 1, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 31799336}",0,40,0,70,2,1.0,4.0,0.0,convformer_m36,85.58,38.553,76.41,52.167,53.613
convformer_m36.sail_in22k,ConvNeXt,224,105090001,"{'model_type': 'ConvNeXt', 'num_layers': 123, 'num_normalizations': 33, 'num_skip_connections': 0, 'num_convolutional_layers': 76, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 145562633}",0,33,0,76,4,0.0,0.0,0.0,convformer_m36,,,,,
convformer_m36.sail_in22k_ft_in1k,ConvNeXt,224,57051496,"{'model_type': 'ConvNeXt', 'num_layers': 132, 'num_normalizations': 43, 'num_skip_connections': 0, 'num_convolutional_layers': 64, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 30677760}",0,43,0,64,4,1.0,0.0,0.0,convformer_m36,86.152,49.062,77.47,60.91,56.253
convformer_m36.sail_in22k_ft_in1k_384,ConvNeXt,384,57051496,"{'model_type': 'ConvNeXt', 'num_layers': 142, 'num_normalizations': 42, 'num_skip_connections': 0, 'num_convolutional_layers': 70, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 28370616}",0,42,0,70,4,0.0,0.0,0.0,convformer_m36,86.868,49.129,78.24,61.773,68.547
convformer_s18.sail_in1k,ConvNeXt,224,26774376,"{'model_type': 'ConvNeXt', 'num_layers': 83, 'num_normalizations': 30, 'num_skip_connections': 4, 'num_convolutional_layers': 31, 'num_transformer_layers': 0, 'num_dense_layers': 2, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 21711840}",0,30,4,31,2,1.0,0.0,0.0,convformer_s18,82.968,35.255,72.43,48.74,25.387
convformer_s18.sail_in1k_384,ConvNeXt,384,26774376,"{'model_type': 'ConvNeXt', 'num_layers': 53, 'num_normalizations': 22, 'num_skip_connections': 0, 'num_convolutional_layers': 38, 'num_transformer_layers': 0, 'num_dense_layers': 2, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 21698376}",0,22,0,38,2,1.0,0.0,0.0,convformer_s18,84.394,36.218,74.77,50.67,42.187
convformer_s18.sail_in22k,ConvNeXt-like,224,69477585,"{'model_type': 'ConvNeXt-like', 'num_layers': 49, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 34, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 58307777}",0,30,0,34,4,-1.0,0.0,1.0,convformer_s18,,,,,
convformer_s18.sail_in22k_ft_in1k,ConvNeXt,224,26774376,"{'model_type': 'ConvNeXt', 'num_layers': 71, 'num_normalizations': 31, 'num_skip_connections': 0, 'num_convolutional_layers': 34, 'num_transformer_layers': 0, 'num_dense_layers': 2, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 19421912}",0,31,0,34,2,0.0,0.0,0.0,convformer_s18,83.762,40.309,73.39,53.393,33.44
convformer_s18.sail_in22k_ft_in1k_384,ConvNeXt,384,26774376,"{'model_type': 'ConvNeXt', 'num_layers': 4, 'num_normalizations': 41, 'num_skip_connections': 0, 'num_convolutional_layers': 46, 'num_transformer_layers': 0, 'num_dense_layers': 2, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 22129344}",0,41,0,46,2,1.0,0.0,1.0,convformer_s18,85.026,41.559,75.05,54.987,50.16
convformer_s36.sail_in1k,ConvNeXt,224,40012008,"{'model_type': 'ConvNeXt', 'num_layers': 94, 'num_normalizations': 44, 'num_skip_connections': 0, 'num_convolutional_layers': 47, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 24577168}",0,44,0,47,4,1.0,0.0,0.0,convformer_s36,84.072,38.401,74.09,50.793,33.213
convformer_s36.sail_in1k_384,ConvNeXt,384,40012008,"{'model_type': 'ConvNeXt', 'num_layers': 95, 'num_normalizations': 41, 'num_skip_connections': 0, 'num_convolutional_layers': 41, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 24000000}",0,41,0,41,4,1.0,0.0,1.0,convformer_s36,85.38,37.814,75.94,51.89,50.08
convformer_s36.sail_in22k,ConvNeXtV2,224,82715217,"{'model_type': 'ConvNeXtV2', 'num_layers': 80, 'num_normalizations': 48, 'num_skip_connections': 0, 'num_convolutional_layers': 70, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 145715209}",0,48,0,70,4,1.0,0.0,0.0,convformer_s36,,,,,
convformer_s36.sail_in22k_ft_in1k,ConvNeXt,224,40012008,"{'model_type': 'ConvNeXt', 'num_layers': 97, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 73, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 25565096}",0,30,0,73,4,0.0,0.0,0.0,convformer_s36,85.424,46.877,75.79,58.89,47.307
convformer_s36.sail_in22k_ft_in1k_384,ConvNeXt,384,40012008,"{'model_type': 'ConvNeXt', 'num_layers': 139, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 74, 'num_transformer_layers': 0, 'num_dense_layers': 4, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 36029712}",0,30,0,74,4,1.0,0.0,0.0,convformer_s36,86.38,47.152,76.81,59.867,63.027
convit_base.fb_in1k,ViT,224,86388584,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 53569344}",12,26,0,1,26,0.0,0.0,0.0,convit_base,82.294,35.322,71.51,48.217,29.387
convit_small.fb_in1k,ViT,224,27692128,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 148778152}",12,26,0,1,25,0.0,0.0,0.0,convit_small,81.414,32.956,70.71,45.25,24.813
convit_tiny.fb_in1k,Vision Transformer,224,5672648,"{'model_type': 'Vision Transformer', 'num_layers': 14, 'num_normalizations': 14, 'num_skip_connections': 12, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 3364328}",12,14,12,1,26,0.0,0.0,0.0,convit_tiny,73.126,22.264,61.46,35.093,8.693
convmixer_768_32.in1k,CNN,224,21110248,"{'model_type': 'CNN', 'num_layers': 99, 'num_normalizations': 33, 'num_skip_connections': 0, 'num_convolutional_layers': 33, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 20840008}",0,33,0,33,1,-1.0,-1.0,0.0,convmixer_768_32,80.158,31.235,69.48,43.26,15.387
convmixer_1024_20_ks9_p14.in1k,CNN,224,24383464,"{'model_type': 'CNN', 'num_layers': 22, 'num_normalizations': 84, 'num_skip_connections': 0, 'num_convolutional_layers': 41, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 29988728}",0,84,0,41,1,,,0.0,convmixer_1024_20_ks9_p14,76.944,30.067,65.44,42.26,7.013
convmixer_1536_20.in1k,CNN,224,51625960,"{'model_type': 'CNN', 'num_layers': 82, 'num_normalizations': 80, 'num_skip_connections': 0, 'num_convolutional_layers': 41, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 54838984}",0,80,0,41,1,-1.0,-1.0,0.0,convmixer_1536_20,81.37,33.445,71.12,45.683,20.973
convnext_atto.d2_in1k,ConvNeXt,224,3693680,"{'model_type': 'ConvNeXt', 'num_layers': 4, 'num_normalizations': 16, 'num_skip_connections': 0, 'num_convolutional_layers': 32, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 6390880}",0,16,0,32,1,0.0,0.0,0.0,convnext_atto,77.014,24.369,64.98,36.04,7.547
convnext_atto_ols.a2_in1k,CNN,224,3701072,"{'model_type': 'CNN', 'num_layers': 63, 'num_normalizations': 15, 'num_skip_connections': 18, 'num_convolutional_layers': 46, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 6370000}",0,15,18,46,1,,,0.0,convnext_atto_ols,77.22,24.159,65.55,35.553,8.4
convnext_base.clip_laion2b,CNN,256,88204416,"{'model_type': 'CNN', 'num_layers': 194, 'num_normalizations': 34, 'num_skip_connections': 28, 'num_convolutional_layers': 34, 'num_transformer_layers': 0, 'num_dense_layers': 41, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 67884992}",0,34,28,34,41,0.0,0.0,0.0,convnext_base,,,,,
convnext_base.clip_laion2b_augreg,CNN,256,88204416,"{'model_type': 'CNN', 'num_layers': 211, 'num_normalizations': 43, 'num_skip_connections': 30, 'num_convolutional_layers': 33, 'num_transformer_layers': 0, 'num_dense_layers': 33, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 72614336}",0,43,30,33,33,0.0,0.0,0.0,convnext_base,,,,,
convnext_base.clip_laion2b_augreg_ft_in1k,CNN,256,88573416,"{'model_type': 'CNN', 'num_layers': 190, 'num_normalizations': 36, 'num_skip_connections': 58, 'num_convolutional_layers': 34, 'num_transformer_layers': 0, 'num_dense_layers': 61, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 76877608}",0,36,58,34,61,0.0,0.0,0.0,convnext_base,86.184,60.318,76.42,73.447,48.693
convnext_base.clip_laion2b_augreg_ft_in12k,CNN-like,256,99664941,"{'model_type': 'CNN-like', 'num_layers': 150, 'num_normalizations': 34, 'num_skip_connections': 24, 'num_convolutional_layers': 32, 'num_transformer_layers': 0, 'num_dense_layers': 32, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 60716989}",0,34,24,32,32,0.0,0.0,0.0,convnext_base,,,,,
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,CNN-like,256,88573416,"{'model_type': 'CNN-like', 'num_layers': 169, 'num_normalizations': 34, 'num_skip_connections': 50, 'num_convolutional_layers': 33, 'num_transformer_layers': 0, 'num_dense_layers': 55, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 62920088}",0,34,50,33,55,0.0,0.0,1.0,convnext_base,86.386,59.848,76.66,73.703,52.507
convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384,CNN,384,88573416,"{'model_type': 'CNN', 'num_layers': 268, 'num_normalizations': 37, 'num_skip_connections': 31, 'num_convolutional_layers': 33, 'num_transformer_layers': 0, 'num_dense_layers': 62, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 65274704}",0,37,31,33,62,-1.0,-1.0,0.0,convnext_base,87.15,60.815,77.63,75.207,58.853
convnext_base.clip_laiona,CNN,256,88204416,"{'model_type': 'CNN', 'num_layers': 140, 'num_normalizations': 36, 'num_skip_connections': 46, 'num_convolutional_layers': 32, 'num_transformer_layers': 0, 'num_dense_layers': 30, 'final_receptive_field_size': 1, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 57072768}",0,36,46,32,30,1.0,4.0,0.0,convnext_base,,,,,
convnext_base.clip_laiona_320,CNN,320,88204416,"{'model_type': 'CNN', 'num_layers': 175, 'num_normalizations': 33, 'num_skip_connections': 40, 'num_convolutional_layers': 35, 'num_transformer_layers': 0, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 60922432}",0,33,40,35,26,0.0,0.0,0.0,convnext_base,,,,,
convnext_base.clip_laiona_augreg_320,CNN,320,88204416,"{'model_type': 'CNN', 'num_layers': 165, 'num_normalizations': 36, 'num_skip_connections': 28, 'num_convolutional_layers': 35, 'num_transformer_layers': 0, 'num_dense_layers': 28, 'final_receptive_field_size': 1, 'num_strides': 3, 'num_max_pools': 0, 'num_parameters': 63575232}",0,36,28,35,28,1.0,3.0,0.0,convnext_base,,,,,
convnext_base.clip_laiona_augreg_ft_in1k_384,ConvMixer-like,384,88573416,"{'model_type': 'ConvMixer-like', 'num_layers': 146, 'num_normalizations': 46, 'num_skip_connections': 47, 'num_convolutional_layers': 33, 'num_transformer_layers': 0, 'num_dense_layers': 35, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 61745800}",0,46,47,33,35,-1.0,-1.0,0.0,convnext_base,86.488,59.414,77.45,75.163,57.173
convnext_base.fb_in1k,CNN,224,88573416,"{'model_type': 'CNN', 'num_layers': 181, 'num_normalizations': 34, 'num_skip_connections': 31, 'num_convolutional_layers': 34, 'num_transformer_layers': 0, 'num_dense_layers': 28, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 57000000}",0,34,31,34,28,0.0,0.0,0.0,convnext_base,84.466,38.24,74.18,51.25,41.907
